customer_id,articles
ea560a53be34569a5d326394415498c048cdb2ab1b10a412b36260f0fa47ad25,"[751593003 730946002 756318001 761711001 761711001 730153008 720504008
 815092005 640539002 743215001 649397014 649397014 808631002 489435002
 756318006 888229002 562245062 806665002 808287008 864043002 808816002
 902358002 857227001 857227001 893059004]"
ea6a4904f53d0aa1a7a7c0d8c102a9d0ee45f388eec904ee8097ae8d294ea118,[837360002 837360002 837360002]
eb23f9d004d736d8a2523f5978befb097874d0c18dd7e3c261b29cac2520afcd,[836485001 836485001 836485001 836485001]
ebe35bc03fd3b16aef746d7d6ec90fbe97c82a0f7f66cf87c8448c41cd772703,[787285003 796042001]
ec055d6aa76925daadde55882626f88750d3c18750eb52d0e6d4786d3ea2261e,[864216003 824192001 516712010]
ec0e2d541b2dadfa97d8ab85754ed32c5f96b7e0f73a47cfe024296b3cd756c6,"[842605015 812683006 833954001 764895001 764895002 714790020 806131002
 723912003 523936045 891877001 701600002 861409002 859125001 859125001
 881544004 881544004 832362003 867300002 881544004 755604002 697564010
 697564042 898886002 898886002 797988005 907188001 918522001]"
ec119da022b8306bbab0976d0012a8b3fb5594b104835977f18846951ca81399,[753906003 678642006 729928016]
ec3b1342ccbc48f3342ef254fe51211eec58af3ef8a6ca6f73abc5c53045fc77,[718939002]
ece4ee4c62533bf017e0b430e535babaf3cd1c55da48368abaa0ff6a58104a52,[842605007 818030002]
ed8d609b397842440a181a7effe9f1b1b7aeeeae33a82d8866d4ea432fecdfc4,[706016001]
ed96f46ce9abd7b75af00f2260e1732450e3a9144bcbd8e40a67cc82e0d9d011,[834906003 719957003 508318001 759871025 785709005 759871002]
edb1eb1c0d17b45587d28ac8adb56e95d68747755ac2ccd2ae44bc5a3debd685,[767834001]
eded655afbdb5ca84385a64dcf15e213b7bdc193a2b7f60bce1d2d3141598518,[717464007 717464007 717464008 717464008 717464008 717464008]
edf483ea36fca303891d936aeb4a510f4a8fcf87385520e424374c6a0d9e2256,[687704030 568601023]
ee23d0d75bc1825f200f21528a6a751c92c2faaf3928144dd8dc814909082fa0,[781078008 835543001 843906002]
ee41afbc6b18cc54c2b558626a042b7691863c0eac0b02583545c540e5b64194,"[568601006 568601006 784001001 708311004 835417001 708311016 568601023
 823791001]"
ee6b9e6dcc501f8ae08c31decaa762d810ba241e2b7ad7ecba78b9ffde40a7e0,[809362002]
ee713d395bf3a92ebd38b9e37bff82f778e04b50ccfd9496e38aa7a597d21f70,"[539291014 834442001 801336001 539291004 773719004 808295001 818024002
 811913004 745397009 783056001 783056001 783440002 487722008 755151001
 783098001 832051002 487722007 130035001 806775001 487722001 806775002
 408571002 408571002 646676005 806775001 760970003 805510038 860820001
 554598003 860819001 849341001 719530004 568601006 473954014 568597006
 153115040 408571002 470789030]"
eed37fc7e8658614536e0831f45d254495eacd2cc3b30c24b0e7474b7950c2c9,[399223001 663396001]
eef650fa0ebd3287824396505b874afd388b3ea28c3f7ba4e661368a2328cf6f,[768921001 768921001]
