customer_id,articles
5686d879171852977bae3e723de3ced3751ea33302a4fcc4db99249a582b4601,"[856848001 792753002 880738002 857812003 850622001 858052008 852775005
 816938004 850259001 886975002 852365005 854338009 859236009 858871002
 840607001 846356002 840607010]"
56a686126902968740ab43b56da44b99d2156ec61a00fa2ce88907337fd320e9,[714790008]
56ca49fa007f356740dec746276304f848111ae23b9c4df7c2bbe4f9b1f41a33,"[715902003 758002008 713199006 747192002 832298006 723349003 756192002
 843873004 732103001 749974001 408875021 759871002 620425013 829045003
 635168010 759871013 762615001 874916005 860336003 706016038 878499013
 764345003]"
571ca93d8160dac61d62810f4c537851497ce22c0bd154957289407bb3f0094e,[837741001 811500001 846150001]
572f0b30f3d575da8609b0aa4b5a58fd9017e6e4e05c07a013e690cd5c327d2e,"[852775004 804496002 684824006 684824006 822946001 822946001 822946001
 713253003 810419006 800389007 832282001]"
57430d3940639d28daf13bc19bbb08941a193a57a9bb46dba281373f799e671c,"[448509014 859125005 859125005 751471021 844483001 448509014 448509014
 859125005 859125005 859125005 859125005 751471021 844483001 844483001
 861423001 861423001 448509014 859125005 731119004 779781006 815543001
 844483001 861423001 785695001 853191003 806388005 879088001]"
5761b54d070cdf3c0ca0bca8396a97aa28f70d138d4e4015d9ceb08aeb383474,[836699002]
577f1b9da8965020b9a766bd1af915f686e2a11cf0191f108b264ff3241753ef,"[829643001 862325002 852300002 721435001 599580052 862325004 827968005
 862956001 784472005 624486078 862325002 737040014 784472003 862325001
 749570001 824352008 751530002 895993001 524529001 843685001 821163009
 884198002]"
57ac542aeb3557a8cb93ff9a882cf25c9b691d6326aa228eed60f31f8889d082,[759481001]
57ac57c3ef258bcab965d6cabdb55d3e3c0bb00c59fc33ac8ee8f18d64e24c2a,"[706016001 706016002 759871001 678342001 829200001 811907011 901955001
 919248002]"
57b26148c524d8961a42088ce97e04b442825b95a627afbf0a08d51a693a9a3c,[818768001 843687005 863937007 859249001 841383002]
57b3f51e89ff96704d5d36c59cb9990717fe4bf849cc8652a81a5add65c4046e,[761278001 675027003 826069002]
57b60220ecf823f3e4030867a1ecf5784d38e89e6e00f5172b06fb4fa29e2f26,[679854011 679854009 757347008 844306001]
57c0aaf39d61ed3e47508d36498fe1a7251ef16673f0b46b96bc52848ae320f2,[820572002 841383002]
583daa9ee271d95b620582c21ef038a072c98cad39415169cc319708bf448a81,[688558001 820542014 816591010]
585ab4f5b8edfc66951843d720c0d754d5cc4500a26f2e27f0534f8d949b1ba8,[511105004 759482001]
58748e9c1024b04e0210a5f94ba26dcd2cb5aa65d7887828e8002e056037643d,[861423001 874128001 877845002]
5894acc760d55407b47578356e59ab373dcaa3e31cbb41d6b9139ffb91066366,[852458002]
58b026027c8f1b6e7fffb9460a57b8a47680e64d39bacf4970fae72df2349c7f,[835543001 785695003 856927003 862449001 818029001 805009001 893059004]
58b92d83984d8e09988ac58034c25c1112d14ea9209d68bac4864b2857b84e70,[836699002 836699001 850244002 875469008 873072001 868018001]
5951fdf017fb3897cbadd14a4642df914858edbab92fe64d35df4fefee75c5c9,[761323002 610776072 779551013 790096004]
59acb923344a2d917da8a2087b9c2ca383e7f65b1277f87f935055d1b59c8406,[874493001 892794001]
59d10e0a4499a4c34741c6d8779aea166b403781778736d8972b6a6ccc4bf069,[825720006 717490057 678342025]
59e6297983eca0579e54bf92cbcc239b3d5817ff551e667c64a2a700f4ef4148,[833013001 677930062 547780031]
5a18378356b26bda02718db38eb29592572604f99ed0461c06389555b38a542f,[759597003 429313013 858147001]
5a2e8270064c5da90e3f52c3037f50769fca1d0282d3a6bbd586ce182d7fd30a,[758034010 864231003]
5a48f8c743fc4f0b1bb984125dc4e1df598a4aa71928db552be8944871b11c97,[715624012 723167002 761278001]
5a57fd22198fdcb0e87ef14ab52e8510dc163d37e96a2fd4e4c39644557b6c3f,[824999001 373506004 821395007]
5a895adfa3e507a6fcda08408a8ea58a4b49d2482bfb3c6ab75c9750a40b96aa,[606395006 783147003]
5a8b0aab4a20a3ef6ce2b41724d5d53cd3baf12726f0d8771c9d86f434eed87f,[758928005 850879001 490176004 832732002 849584007 851110002 883686001]
5aa2453ee8b56dfdcf9c735cfa40904cb39425fe2febdf743dd66e49d49dc3f2,[866837002 892111001 806131003 832282001 806131003]
5aac328f70bcb834656dcbc36149db8f587534d7cd7fac45808c4b39c65d30a7,[305304008 816423001 824337001]
5ab178272ea90e08d6b9a494982b6d76392c003e62ab0cb22e526ed4e469c354,[816423002 759871004 816423005 829045009]
5ac77936e3fffbbc5cf817b1ca24d839bdec1f9464fac36d4471a34edeba854c,[816423003 610776103 756633001 610776001 817166008 772349003]
5acc69f18b54b2ae1f78ea8c4a11d2e5b2204bbec13f40a2ff02546e21f6f0c3,"[753737017 753737017 753737017 815902001 815902001 815902001 859186002
 859186002 859186002 811281001 811281001 827704007 827704007 811823001
 811823001 811823001 811823001 825153004 825153004 836997006 685816006
 781570001 598755030 836997001]"
5ad15fcd1cb69e82fcbcf37f704f14badfc40a5638c22b30b04acddb1ec509f1,"[751471001 825063002 821760001 751471021 832995001 608945001 622240002
 816588006 634541003 688105011 859205001 923037002 910160001 762846026]"
5ae61eb03c90a5a56d73a52fe689d74d16e06b72a376199fd02d541862e595aa,"[861583002 872972001 853754001 777099003 717490024 691855005 791733001
 858692001]"
5b542e74574a8c7d64c9fd048c4804bb3594fd731ab6ecc5f23ca7646487f917,[783707096 783707097 633162014 834936002 833475002]
5b789e29fae8b7e54a7f06271c1f5908bfbdd86bb2950605927dd7a0b7e831e4,[839287001]
5bca6f1da08847d8de4cba5d254bca0fd9a2d43a1f6400e004da3decabfc3437,"[829643001 841434003 762846001 640021011 714790017 572998005 640021024
 916468003 904424002 827968004 839284005 871997002 918522001 751592001
 826498003 934536001 934536001 909059002 909059002 799365004 799365004]"
5c122899b3b8ecb91a21b9dfd3ee321c22513d55f5030bf9cc16063326b0103b,"[814631001 598755002 598755002 598755002 814116005 814116005 814631002
 842302003 665666015 724729001 788328006]"
5c2bff3ae8c97f7b6cb92fc21e2ebff7c6f21a229f7b31c9aa14c83aa8e56832,[815434001 757303018 864415001 822344001]
5c402f4897fe5bc2c08f06b6a63a5d1e28028fdf9c9e920765eb3d06e15e6bca,[742472001 785018003 785018008 826154004]
5c59e27f0220e554a6ec95640c454ecadd1eed8246baae8b38f4d487f5b69c53,[862956001]
5c5cc43ffc3dd80e21a857616546bb526d9833c543e94b9fe58c4caa09997a22,"[851774002 769748006 237347055 825720005 685813003 769748002 608776024
 849886002 807079001 849886002 907711001 814120001]"
5ce5d9fea4c5a24c81df53e16b6d6acadefb5e683c459b951f1fd9ff623f009a,[815883001 829618004 828295002 633152012]
5d14e87ffe2bd1aca54a1a0de06bc6756e03937a211c3cd21ff2be81fa464325,"[823070004 861848002 881284001 855249007 813420004 854661002 853316001
 805367003 814373004 782179001 827663001 413911002 732671001 835184003
 841260003 573085033 573085047 829630004 831493001 805706005 743633005
 883024001 832362003 841260001 695632107]"
5d4f7cdd6126ef3f97911456cff759e673193c1796cf3ddac35c1bc72ce3f384,[751994007 751994009 915529003 920283001 925290006]
5d61cde2961fa725599869e6563509fb6cdbbf23e6332c9b019052f95e5699b8,[827968004 829646005 829646005 873679002 697564006]
5d9eed4e04847484761c9ab293c64e5f7b30d6b17e2360a0d17c1c3b0347d6d9,[805011002 804992022 804992018 805011013 804992022 804992018]
5db9b65d475818d0e5ee481496899e28da21f1b008f67da4e1615004131c2ed0,"[764488001 821395007 748355006 824997001 791587009 507883014 832359001
 800245003 801512004 851774008 805011002]"
5dbdde6f60319d9474d401871810fae422a8c4733a7245deb55124df263e6710,"[855249007 892111001 863001002 888686001 853556001 823518002 823518001
 823518001 779551011 551379001 667096006 842062003 795417003 879176002
 823180003 831431001 918655002 751273006]"
5e1e1a8f204d8fe9086e5441225d5b69de67076e3ab0fb50d68b2ba38c3a856b,"[554450035 706016019 554450001 554450036 554450035 554450035 694659019
 599580074 841699008 653208001 762286002 844806001 904584009]"
5e6e02d1371629e20dba9277ab5810e092e2c5292ef3a11b9bea459f96c36dc2,"[305304008 884405003 464297007 816423003 597891002 554811008 765994001
 820960001 797078010 829646005]"
5e8bc9a237dde4f62e773806d482f49470c11c6e6c070be7dc6bd82007a41011,[684209027 599580014 599580014 599580024 599580024 688537021]
5e945020ee11cadfc1b3a0180890c81f2ca4ce36985795a4ffb72a4917be1e09,[817352006]
5e9fcd0910627ceb6af7e77a91870064f76c2cd94f4d8a24313b4c2d49d4ea6d,[841434001 866796001 836285001 788768001]
5ec22a4c55a034cff017c45d6fb6d9faafc4d095142edaaed50fce2bb1335134,"[679854038 839326003 679854025 780392001 678942047 820484003 554598047
 591334019 872013004 817110002 751567004 826508007]"
5f0249f52988a4cb3e2dc57e2c16040b56b135457f3c653deac21a60b3a549c0,[399201042 772773004 855827009]
5f0ebd93168639a37603366d2cd01bd988fc5424878f36c808d437a413201140,[673396015]
5f14e77a2307319d92e70be3bc3cccf2bfc144b7e2cad10f6ebeaed08fa6b1b2,[841260007 841260007]
5f34572a4480eb64c99e79c5b33b30bfec25dff6bd12022ec4e6b47a8048b55c,"[688537011 810557005 684209013 678342028 824337001 850426005 759481001
 464297007 464297007 700817008 700817008 810557002 810557002 849648001
 849648001 851010006 851010006 860949001 739590031 566140035 684209019]"
5f62fef536ae9369e3138787d5e703d3ef65f7425c20729d2d2b5f339b7af241,"[857812003 857812003 759871002 816589004 816589004 799365011 799365011
 859125004 670698022 670698022 670698022 826203001 835008005 832309010
 832473003 759871001 891667001 826500001 670698004 818031002 408875001
 793699001 818031003 886189001 832362001 907696004 865490002 878756003
 875040001 911950001 865490001 803772002 916774001 880195001 805308001
 895002002 874546003 874491001 610776001 714790020 915439001 909869002
 706016062]"
5f82b8d6ca660c56fbf34722a45740043898b96c2a91ea7bfd91fed5f58c533c,[827681002 685814001]
5f851a81e1699a5ce60422f3232149da596a036cc37050e0ee277e17e2df481e,[852775004 855200007]
5fa15f5d4862b2335df88f85de4df21b61f6c688ef7301932f3d4084645a7915,"[399087047 658030017 841434002 825577001 859077015 399061032 554598047
 825577004 841434009]"
5fcb16249b19025ea816071b59cbcd1ea160f612e1f0e5969d1058be13f4a0c5,[815310004 815310004]
6038f7ee215a0147582de41b499823895cce4fb3869719641ac5c231c2ff2e43,"[834431001 832311002 860997001 767893001 849584005 699598007 699598008
 372860001 854043007 608776002 839450007 464297007 770697004 832312002
 847086001 372860002 887653002 833530008 351484039 882757003 846753002
 559633020 631744007 881891003 823505001 823505001 559630029 882759003]"
60702199bfe1f4b44bbb1240e15f589b7f3fcaf1f858086ceb013779335b11db,[590928023 712924014 714803008 408875021 699081001 838055001 856310003]
6077f5eb44f04ad767ae2c49933e349e7a2b4c05625d2fd4a6275db3c6d427b8,[811529001 697564011 880089001]
610ae46c401e22e3128141adfca94ae27621725ff119691698599ab982403472,[809989001 809972001]
612819b3209b24e6265deb8d01f55e0ce710b97d06f9d7cfe646c86061a81ced,"[282832018 282832018 845790003 845790003 796210012 796210012 282832018
 845790003 796210012]"
613ebb5487e006fabfa301ee7bd2459ca5a2440a059450bd6f34bb920cefcf74,[685816001 750422018 501620040 703672011 622220015]
6145e326d651e071c8746436f4727fde9978af60d16f5e6104c63fface288a43,[719957006 719655016 719655019]
614dcd37642c78a0462be1ea2dc8acb20629b6771a3b3fa89f9aa963c9fabae1,"[835957001 832948001 757413005 815287001 852598003 858918001 858918001
 715516004]"
61748ca0970225944b0c3cc67015cbc250bc3a91ca5603582c4963893dba9ccc,[748355011]
6193d02f6a6e7a7c76301bd8abee3c30aa1919b412df969b17dbe36e8d6fe08b,"[849643001 708311030 678942037 821152002 678942001 818313001 821152003
 821152004 868751002 835605009 750519002 780297006 856808001 835605001
 851010006 806388001 780297001 834462002 806604001 818614001 893796002
 854322001]"
61cdc4fecf72c96fcf25950ca4ce8203772931dde345967c1e271cf403378ed1,"[882925001 866837002 881031001 857570001 892111001 864615001 866837002
 767834001 767834002 746558001]"
6209272ca839693e1d6a13651c7b8e4c71c80930333071493fb454fafa9cc54d,[803685004 742038001 748419003 882997001 756192002]
620e25ba859f147b9ea8bb4ebbbc4e2bef0289635c87804472cff67aa9633322,[838817001 861024001]
62661e27fa25112bf5fcd4aac98c21c3551781481d1352e7b6e82e523b49c24e,[372860001 372860001 372860001 372860001 796210010 875287001]
62be86492681e2c7c9c329f7ac418cb873e598e2e9e52009b325abbf3a53a0b3,[829145005 719957006 765739001 448509018 687704022]
62e50a0cc0a9b0b1b31350eee6e03eae0e1c81d67e2faa84176bb53db3a8d913,[757303012 818403001 804992001 842238002]
630921b80ab47407303a9a7ece523f9e9ea1e6763fd02828a47f173b240907b9,[808029001 853554002]
634a308fd58f9a5764d2b2c5fa7008434563c7b9461f475beb1b2e1339d6c054,"[863538002 537116004 784472005 697564011 716947004 537116001 753737001
 853924002 806131003 697564010 697564042 573085043]"
6351434e2011d3ec7c13d0639b61ecfe2735134ed55728ae22a74fb9ba550dff,[484398001 697564004 697564010]
635495535e158acf06abc135a62696e2da6075dd5f3cbdfe63bded185e34e55f,"[685816001 685816001 685816001 685816002 685816002 685816002 685814003
 685814003 685814003 714790024 714790024 714790024 836997005 836997005
 836997005 602673007 602673007 602673007 714790020 714790020 714790020
 899749001 685816002 695322004 785913002]"
637846fcad7402232138cd8cb561dcec837f8d001d52fef50675779e17ce0fe6,[719530007 719530007 719530007]
63d759dbab2d9007873225d01fc20b12da33472f80e3d28829731c67400aa025,[825550003]
6406c789b791bb210dad7489e6e4ad9ea78c9d03e8ee7f26cb992e9db5454e86,[832857001]
640891208069fc29d9a6396cd637dd511b35e5dd4e4f6727a3bf8d0bb649bf94,[859668003 855081003 859399006 858565002 868762003 857267001 708138025]
6430487e2bf254084d07d0766820d91f245baf7c89266f6084752274c4e2af72,"[751471023 863024002 562245102 752689001 779781006 688728018 598515028
 598515030]"
