customer_id,articles
baad771cc69245b445b8c3be79de03062d6e136140601660b5ba6a30845a7cc1,[720125007 865086006 903058001 372860024]
baf74a2733ee0636866eb56e3d064ae06306ee5a8a0e0d623f01558200d8252e,[901955002 809913001]
bb8ec3eb08071a900130371c8c5c5b9e8f4f290918c5965d299651e8ea61aea0,[856848002 753061003]
bba1b3afcc424c7ef6480eb0532d1c8d9ecaa75f84d81dade8a43867124fbb6b,[826508010 832481005 826508001 610776001 610776071 610776071 610776083]
bbcdf4b2656c1890f509a2a6adca5cd8ec538880cd0bd99bc1c66f1730e5282c,[433414038]
bbe2fc47245daca20df10ead041c237dd9758e9e91a23b8fb58744fba0b47176,[827635001 894815002 827635002]
bc47e6e75a549a7cfdbaf29d963e4be7c9165be7da44e14594172b5609d68e4d,[570002086 570002083 570002090 570002088 787481005]
bc4bf8e821c4fdb904516324e700dd2b667e160c7b7b6e84df625a779b6c536c,[515581010]
bc6df32f7d2a1d2dd979b24832f0f2bc75d33bfaa9178ee0ba6c786185df4674,"[873604007 855249008 899002003 866714014 843537001 843537001 855239002
 802023005 865236001 827968002 800691007 802023005]"
bc6e6a687dee3d5c140d2e3e27c746abe6a4c0fb6f2fc83ab6315442a4dd49f2,"[849519004 730683039 730683050 730683039 730683050 784053005 764280002
 749699002]"
bc94036830480f2eeb41e9c21fe287a77f202d212a2c63b7641600bf88b55fac,"[817161003 533406024 877961007 687635001 872378002 656677020 807241034
 888416001 781758057 807241016 681181001 879483001 824430013 825642005
 818059004 880749003]"
bc9dc42500df4484e550ed65f31602be1c5594c48e8cb5f265219a49c83e15c0,"[750422023 855748001 690935007 679853026 695632002 695632002 860264002
 843720001 843720001 859424001 872575001 817166001 852577002]"
bcd11d0b221f2387f0e20d4c10055f6fa866cb913a3e93ec1473258d439258db,"[868018004 640193005 509210020 687524014 756979001 640664010 401044032
 640664005 888229007 703761001 490176001 490176001 703761009 861471001
 610776001 490176004 610776074 610776074 727593002 562245018 562245018
 562245018 853395001 861471001]"
bdd282db51340a4424ff36d6a7b43c1a7600af1b6997e7df20b3d988c6f0c6b8,[579541072 579541075 579541086 579541087]
bdfa3a698f1fda3121539372da51f95d872503345e43081d3d5c2f3e286310c7,"[730570031 685813005 618942001 831547001 256151014 875329001 706016007
 556255001 562245088 562245018]"
be182afcf78423cfa4da760e8254a0642df1c32d521b72157244ce7e0ad53f14,[723529001 833499003 833530003 811927007 833499003 821398002]
be21158611acdb058d2c68ac8ce3d67f1a3d0bc309bfe7391620b8d7b493743c,[902068003]
be4bbccb0a074f546f29b5568782084033986ee4648b36762b9c1ac0d9ccd936,[723469001 723469001]
be6b643068e3eb2c4334aabc1bba23bf5dc8b8f208601d67ac43a8b562de1afd,[823118004 599580072]
beaf08b59db7e5cb6c295411c3418a3d39dec193c87e066d024f20a21b6b05d4,[736681002 756420005]
bebd04aefcb39128519066f4160a185d4a3da64e1183e943d1334a844ae831b2,[860949001 860949002 832036017 872820004 557599022 557599022]
bf08e0a8baf03221000729321bfe2959394e92d9933c6c43c06acb9444028c93,[160442007 160442010]
bf69a9cd7a702f9018476569534455ea7bfc3a5bb0f0cc1b6a082d78a8bf75d9,[523489001 523489001 742400042 800245011 800245011 630777017 890631004]
bfa791feacaa8bcce1f2b85445b9ac86395ed8d38ed05b694ecb1d4a98a8ce74,"[732842021 732842021 542533002 542533002 542533002 658030017 921646001
 867969003 867969003 831027005 831027005 803757023 456163087]"
c097c56f80298e35e35a55f6960cb307ea86b9001c8c538dc5dccaeb3ced525a,[559616017 559616017 739590022]
c0cce2904baff1da13345d32055aedd209d1a62a43a5f409646e2abe10802af6,"[897423002 871480001 871480001 838770002 838770002 897463001 688105002
 875287001 838770001]"
c0ee6904658787d291df52b20c28dacd945fea33622d26b7045e9f58e0ed7ddd,[817353002]
c1d2fbbd348b93fb1f306d7581b626dd7442a80dcd7de5b9217332b8a7827021,[723469001 253448003 700701001 761696004 817053001 723469002 754652007]
c1ed850ebae4fde8cc8d1fa4941bfae6795ab3490179a6c4a46c83f2669fc6e1,[844409003 811925002 610776083 811927002]
c1ffd5acf187a4034b8134f8cca6a2bd403b20bcc1052fd2044385d14477c736,[806388001 685814005 685814003]
c21694cf0e202d098c7bfab131c2d4d1023cc63e71ea0cde6423e7c3c3fdd0b1,[772324005 784926003 839332007 860256002]
