customer_id,articles
421145980cce153a1b33511155251b5e18c208fdf1330d97818ebbc43c1adc29,"[680499001 522398050 729816001 600886001 699867001 707488001 758005002
 770315008]"
42138558e565876c9081ad857916fe031c50ab5e43d761e044dee49eef4dfc6e,[383152003 638521005]
423d9c608cd9b1c13a73879ef63df1a613a9e8bf88f1692a56586c6d1f19f895,[557248029]
423e44718c7a08f6c20a32743bdd0342383f2697f52172758f1e8fdc920d36aa,"[625939021 379780038 656388005 748236002 777043002 777043002 569996001
 777690002 689811001 689811001 689811001 753324002 753324002 689811001
 753324001 675068008 685816022 685816008 685816010 790096004 685602004
 750055001 706016009 316085001 721273010 721273010 721273010 794793001
 523488001 662948013 859125001 829643001 829643001 717773009 763469010
 448509014 448509014 399061028 732409050 673677002]"
425e437e5b3af52bd227c55b5943ace7141bcf73070fa5e253161478546822f5,[738063001 656719008]
42745f9813ec31bb4928cd4cea235e6f59e948cf30bce0572136298de17bf491,"[603145001 697275002 470789001 700765001 465655010 700765001 700765001
 812525001 465655010 812525001 812525001 465655010 700765005 806534001
 811783004 825577001 880839002 880839001 811783004 811783004]"
42816e29444ea45fb9c6d77718db22d033bab243b784b1edc360a66c2bfc7cdb,[675142012 694153005 651273003 580770008 754238009 719655001 911870001]
429507b8f53449e51179d9bfdc531ce624aee3ce935c23dc2a0ff10f02c82ce8,[585398004 659497003 555292001 626587010]
429907e59c52611a0a98cf8c5b08e4c0a33c2ed26a4556325bab5d61d6a12152,"[644675001 160442007 160442007 160442007 495030001 757884010 757884010
 160442007 160442007 160442007]"
42f3243cda707f8d5309b6e8173a531d25d4b55002641be914a7fa08903bef30,"[189616006 637255001 685429003 753724002 745475010 745475010 753724004
 718939002 718939005 697564011 697564011 695632006 697054052 784276004
 838769002 838769005 848681007 848681001]"
4378772195f78303ec613ef405120ea65f2982d0318ab7a72e5395917953d7bf,"[706016003 539723001 723469002 506321009 636323001 448509014 448509014
 658298006 659832007 701016004 629420013 629420020 757613001 778064001
 731644002 790096003 487827009 487827009 538813002 706016002 743603002
 664133002 692930001 594264008 689109001 629420002 692930003 689109003
 742087004 747198003 733027006 718454002 770315006 787880001 751471016
 796179004 792939001 697054054 706016001 573085004 673677011 673677011
 761269002 761269002 757904011 787481002 836009001 775996015 790006001
 836009002 803080002 763280008 673677002 763673001 739363001 792817002
 706016003 737224002 706016002 799487002 783245003 763282006 761269001
 537895002 685816002 818162002 743840001 573085043 810838010 810838010
 842004001 832362002 718634001 870611002 688105004 832362001 873564005
 873564004 894139005 878483003 599580038 894139006 894139006 911570001
 885624001 894140003 860336003 687034023 816588005 691695011 928582001
 797988001 640021018 640021023]"
437ea095b6a9871d7066417da1d5f485c3bd6f49ae0978fb61f70a22918d116a,"[681376001 662980001 624486009 715624012 802485003 860819001 799421001
 834217005 855706002 700701001 854193001 776237021 834258001]"
439e652682ea230625041bebdb27e6fd75faa2cdb03f235eb808bec460970ecf,[504154020]
