t_dat,customer_id,article_id,price,sales_channel_id
2019-05-19,7623c0c8bb739343a73c3c358e4bcc073ea365d1ad08ffe7d983191db8ec1a5c,625358004,0.0304915254237288,1
2020-08-06,fe9399f3273bc90d2f571b6a2e7f3b0f8876736a93c550b0167c174085acd130,570033002,0.0101525423728813,1
2020-04-14,a1eb7140925bbeb9d5971f60286d9807ec487c66d5730f98904f7af0dcee28b1,684021078,0.0118474576271186,2
2019-06-25,f07145ecc4daba41bd5ba76ca8b7c7dde1a847ef5bfc17c5c8a4b5490940f87e,635240001,0.0304915254237288,1
2019-06-27,977fba089ba650155221e8895c985759a770fd87e677f8e80acb545f16eb2e28,693321007,0.0271016949152542,2
2019-01-08,5fa152d411dae5c35be9e7af599b827ad4ef7c55c72f1f409a617e59b7ac61ae,478818002,0.0118474576271186,2
2019-02-25,2c505f34053a04468bcd1093f683e5e327a8f40e31510a61240f59541db5b676,687044002,0.0254067796610169,2
2019-02-23,53a8dc56ce5f5c7ae039eecbf49438d601cd00c740b936f985bdd1ad8c1616d0,693479002,0.0360169491525423,1
2020-07-07,544ec5359d6f8bcb1cd9878115b6c5b06c73ba9945e1f6fa7859f96092ae7d44,849711003,0.0220169491525423,1
2019-07-31,c92dffee8d6f2da6f015ebed2a27be9579d2d3230d09b91db49526480e772eef,765535002,0.0190677966101694,2
2018-11-29,6b89f44ad46318913da943c423da083bccf6c8f34b83202b3c75ba4019ef636c,652198003,0.0254067796610169,2
2019-11-30,3867405ceef5a6ea03e70508852c3457ec5ad120e6445afeaea2388f87307e15,715624011,0.020322033898305,2
2020-07-08,413a0c120ce0e2c695a08d533cf55f70c4ac6aa38dad6a06153ed35131086367,554450036,0.0338813559322033,1
2020-09-04,6be0fda7c1ead4e6151cb9e2ec4a9167270b5d2998e02a9df1e2e0347ab66664,866731003,0.0254067796610169,2
2020-07-14,662150e3ff5b8dacc47c5dbf0d2e3bc67630419829c7d0a69bde80dabb968301,723469001,0.0118474576271186,1
2020-04-10,b4ac932f29723e3e15725388e3e10ab171563fbee653a49e797807687aa07254,877278003,0.0254067796610169,2
2018-12-18,92c48b288a9418bdb49bde06b47b946c319125750138b5b9d08b48c4110e084a,669391003,0.0254067796610169,2
2019-01-30,97b15381f00ebe8bb2c830aec40a53459d82f7a8626a915b2840809c5f6c76b2,691177002,0.0423559322033898,2
2019-07-06,1c899f4c41db091d06d96de1b3a9a959a2133125fc4d4237ca08f7b19cde7fd9,738010001,0.0254067796610169,2
2018-10-24,933a82e973a31ff386df8a64ba0dc32170442963fe45ae6be0a896619bb04377,493649005,0.020322033898305,2
2020-01-16,a2a7261ac7c06ed1e86f8ddc69e85b9f6fa296ccf53f9923b32d30c3490a4e07,698276004,0.0471355932203389,1
2019-07-23,8d7275ca927fe213f99ebe802ea5b3612574519668330dee7d7379fbed4cae8f,578113002,0.0237118644067796,2
2019-08-07,b31654b576c82b6d351f1439fd8e4978de161e1d723c511e2488a7fc08fa01f3,698794001,0.0152372881355932,2
2018-10-08,72abc6c48e23565a57735be3e1cb35f24c5f6db98e28d6d57d9fdb458e51672d,688873020,0.0338813559322033,1
2019-05-09,bb13ff8b64f099cc2358b3379473ee89473e88cd48e007baa2ad2f61ae95308b,765086003,0.0169322033898305,2
2019-10-08,564e36599d8e2e2d295b8e62cf48b495dd4cc7dc8d9f635a094c583f51ee506f,695545001,0.0152372881355932,2
2019-01-14,4dc19adfe87906e2f64624be298173902c796d1e4e5986edd17ac9ebae91c042,692930001,0.0169322033898305,2
2019-11-28,7765e96cdb71b95dd6d9f3ca7493acca1b422068188e51a10a2247bdede2a21c,752744008,0.0121864406779661,2
2018-12-07,bfcc2278617a6bbabcfb5e0f14e97fa1a45d17d35baa9b37db4ebc283ff513cc,565200032,0.0057457627118644,1
2020-09-20,71d42b8379aa34931244f41a5fa16c5e498e2080c5b0d3ad29fe54d2b1891dc1,874891001,0.0338813559322033,2
2019-09-17,664d5792da42dd2217a4dc439bfc5ae7e3ba8b31c645ea0ce04dfb69e423a4e9,793704001,0.0220169491525423,2
2019-05-09,1a75725b53fddd3770da8fa8602a5ecc3b24b56ac292a0017d25ecc857258b57,740696002,0.0338813559322033,2
2018-11-23,c7805ee98a35340654141fa744da2f756fac02a4308bcc77a6be6f7f7546b3cb,693242001,0.0271016949152542,1
2018-10-10,ac1209ef1cbd22d59edec15f6f8d76d66c9267f2ed44d2a727344de5733b21cf,573085001,0.0338813559322033,2
2018-10-02,afe8cc1b047ab6954d520ed42faa67b0dab46126aee537941c8693bea926806e,665212001,0.0457457627118644,1
2019-07-23,8e3fa6719b0f25c1a8c4b218f2582d7e5dd028e128d8a10e861ac14e23711c45,723469009,0.022864406779661,2
2020-04-11,25073c068e8030b07966b7edce21033a9e599837976f3a99eb75ffef93f384ab,760664001,0.0542203389830508,2
2018-12-21,7558b429258f7a6a29a85318570fd1f580ef9b38287efa7ec4be6dc409a2079e,156231001,0.0064745762711864,1
2019-07-15,8c8d56412a48e96be7566837c67b52cf33d28fde1f188c870d51ba0fee9ab1d2,589764008,0.0116101694915254,2
2020-09-13,c88218ff2a5c5fed450d9781b538c12a8ed6d9d1253cca347e0228f500c28469,841565005,0.0677796610169491,1
2019-09-23,539d6ba0b115eaebbf0d929aa10e22afb2f173505d0f43886b9d00ac6123e5f5,771826001,0.0635423728813559,2
2020-01-25,c769f294e95a7ae52c6b2ee04d270e4887d1f66a4bb6a75cd7a2aa986ed44217,557599022,0.0166949152542372,2
2018-11-21,18dabf37844c56e0bba82a2a58de8c19c526065327d64242691c12190fd51673,716204002,0.0254067796610169,2
2019-12-27,d268e1cf00e734d1efdc47aa0b5cbd234c62f2e66fe138d0322d6830f7cae28e,827635002,0.0508305084745762,2
2019-04-26,c7b05c4fcda590fd27ac4eb55188a069f7542cc776a16846727fa25c538d50a0,739503003,0.0232881355932203,1
2019-07-12,51d8fda4d161b5d8888512b5ed82324cd14323a5a9fe5a39d54ad7688c017c54,699082001,0.0118474576271186,2
2018-10-25,7ee9bf9780e4ae28f9f93a4a026614743a1da13d7028ef7703de4e1ea43201e4,634009002,0.0254067796610169,1
2020-04-19,c54bfd02f4c1e0d56d6757b7226fff2030db62522131cf7937a3d4effb8a5782,730683021,0.0423559322033898,2
2020-04-13,941e7588f631e98a86b72093c21cd3154934e0120e1f11ed14e9a3e12c0a6e17,783346016,0.0254067796610169,2
2019-10-22,3f51fed8bee3be90ac56e62f1ac295c7a09047924e5633a6670b1614341db7ff,661023005,0.008457627118644,1
2020-04-13,00dbdde7ee48191d130f26d2555272433fbb93d94d07f304bb350c11954fa816,855249008,0.0484915254237288,2
2018-11-09,7fa12fa74110c041cf47cc9a568aea2777eb871d7f2e96fcb4e64559e17395a0,575347010,0.0121864406779661,1
2019-06-25,41406610bbdf51e7fe3b076a3fb2e1dcd94fe2f4f0600fc9195ef25f5e328a3a,762630001,0.0508305084745762,2
2018-09-29,380a301cf3aa78f43e075f33436a9056f9c083565a5cf3951273dd18e68023e4,652000009,0.0135423728813559,1
2019-07-01,4143190c4c89b5d47d4a7eff2d8053c933017d1b2f6269524c3012c95b262811,731960007,0.030864406779661,1
2019-01-03,df46732be88090b653a139818004942201377d9040ca0acdaed2e1cc38c21940,608776003,0.0135423728813559,1
2019-03-09,67c316ca4908242a143937ebfaf203e901f46a8809b90fe59932bb4db7c69d37,772218001,0.0169322033898305,2
2018-10-17,c9539b2418ef72608b1674e025a9623f310a2d1d409f4c6174e1fdbcd8dd3b13,589766006,0.0101525423728813,2
2019-06-19,713584a58f268b916e4e50f107a81810228d446828cbd6fbbf4cb9ec8a71eda0,521023001,0.0115762711864406,2
2019-08-18,9a8efcc5ceded6fd3a02a47903e768b242c87371a26232a679703852b1b145d7,777038001,0.061,2
2019-06-22,b4bf402e055a8090bf023b5ed76bb1cc7119d6c51c8b4a24d344c7bd9a2fba71,778064001,0.008457627118644,2
2020-07-22,e0ab49da36d896870a6bdc8ba0f6d7d137d0455bbd8b1f516cc8a20bf88c0e8c,464297007,0.0169322033898305,1
2020-05-27,ae59d0055f6265a0168e22f4eb0d52010a43ee8c507609b8ee5bcd263ab141a3,868950001,0.0094745762711864,1
2019-06-13,71c8424c1e9085ca9449a5fb6f3e1d0ea22d8de9b6f7d42c50c201e9da36b6c1,802991001,0.0677796610169491,2
2020-07-29,2f21fdd54a2184c6a0d23b12edf7ed1c36c52fa640c42a50b9e9d035fb162ac7,827687003,0.0101525423728813,2
2019-09-11,881e98edc6e307709804ebe3eda825efc5897843a5fca20be7adaaf870361e0c,801447001,0.0237118644067796,1
2020-04-23,43a438eafb9221bdd9bb10264d16821f4e83e646d941478f40f660d75ccb3452,843872001,0.0304915254237288,2
2019-03-09,7f16707ffad0a84e071c811546db2608bdf8ca397ee94412c1f4bed461502b16,695544005,0.0338813559322033,1
2019-08-01,6e3050bb0aea7e373381ad2eec4974d099850b58042de305a776845db6b72698,749415002,0.0254067796610169,2
